cct_type,cct_element,f_bus,t_bus,f_bus_x,f_bus_y,t_bus_x,t_bus_y,linestring,slijnem_b,slijnem_f,slijnem_b_p,slijnem_f_p,slijnem_b_m,slijnem_f_m,slijnem_b_r,slijnem_f_r
branch,xf_3625_to_3007_2_2winding_transformer,73,299,-2.63,5.728,-2.818,5.784,"LINESTRING(-2.63 5.728, -2.818 5.784)",21.661035900306107,34.37507932153323,40.700488721294825,42.812768556155966,13.082365261203927,20.393421116946335,39.938430265602854,42.79741817777128
branch,xf_2194_to_2171_2_2winding_transformer,1644,980,1.494,-5.41,1.564,-6.462,"LINESTRING(1.494 -5.41, 1.564 -6.462)",7.5856515942129095,7.585513148905991,9.128595363321404,9.128265030737888,6.4422241354638325,6.442228996904298,9.127404280175694,9.121028559522093
branch,xf_2228_to_2011_2_2winding_transformer,1617,1990,0.032,-7.716,-0.006,-7.868,"LINESTRING(0.032 -7.716, -0.006 -7.868)",19.08103198039603,6.529702404456319,23.10456822400703,15.011610994080609,16.718603243017235,2.055381182671891,23.350063449398014,9.63272009836679
branch,xf_3302_3304_3303_3_3winding_transformer_br2,43,1205,0.276,6.312,0.276,6.312,"LINESTRING(0.276 6.312, 0.276 6.312)",21.91963836947129,19.379934507512857,24.793021780795087,24.16224537258578,18.182333422263117,17.25763149459616,18.78411987387701,18.3391114562463
branch,line_3009_to_3475_2_cp,1110,1135,-2.626,8.136,-2.354,8.09,"LINESTRING(-2.626 8.136, -2.354 8.09)",1.0029683823547368,1.0002125588246957,1.7326078390146722,1.0031390371300715,1.0031080518830093,0.9989873172750744,1.0028132137671704,1.0031310437481373
branch,xf_4275_to_4450_2_2winding_transformer,1335,1794,-4.582,-5.908,-4.716,-6.014,"LINESTRING(-4.582 -5.908, -4.716 -6.014)",11.696453332380045,11.696446434212111,14.804156132321545,14.804743643797597,9.743987595700771,9.743987712714127,14.805195214020733,14.800331937904776
branch,line_1206_to_1646_1_cp_merged_with_line_1365_to_1646_1_pi,1393,584,1.734,-2.658,1.632,-2.928,"LINESTRING(1.734 -2.658, 1.632 -2.928)",27.046855338475623,27.16179148650863,31.568718929136132,31.600352211360907,23.636950840705257,23.73021280693824,31.594034071678788,31.654894578736204
branch,xf_4363_to_4018_1_2winding_transformer,126,1672,-5.514,-3.954,-5.64,-4.04,"LINESTRING(-5.514 -3.954, -5.64 -4.04)",32.47231316647424,32.481677594093256,43.335229873323215,38.917039606890064,28.151677800911113,28.17070451053713,41.8373663235622,48.41792782418771
branch,xf_4344_to_4490_2_2winding_transformer,1846,233,-5.102,-4.306,-5.248,-4.322,"LINESTRING(-5.102 -4.306, -5.248 -4.322)",19.428804629022142,19.423548380391857,23.483318278391852,23.48283166471472,16.437707547788477,16.434090221703325,23.47624399487646,23.479636473024698
branch,xf_2194_to_2170_3_2winding_transformer,1644,901,1.494,-5.41,1.61,-6.402,"LINESTRING(1.494 -5.41, 1.61 -6.402)",11.064238030764747,11.064234037865385,13.287725902504352,13.287689319110186,9.399332153314868,9.39932880332015,13.287703095031725,13.287681744579613
branch,xf_4331_to_4431_1_2winding_transformer,1600,1044,-3.93,-6.682,-3.956,-7.046,"LINESTRING(-3.93 -6.682, -3.956 -7.046)",8.856043513876944,8.86056212511326,10.666601702775742,10.66862213838366,7.5083503958909725,7.513548865358239,10.6652562927585,10.672028547947006
branch,line_4208_to_4209_1_cp,621,101,-3.454,-3.12,-3.036,-3.294,"LINESTRING(-3.454 -3.12, -3.036 -3.294)",6.27486096213411,5.5022571688298685,6.55080966081556,5.629795476330171,6.2126188528696655,5.771489379223354,6.4871271952524125,5.412033557559877
branch,xf_4181_to_4406_4_2winding_transformer,360,458,-6.344,-3.52,-6.768,-3.75,"LINESTRING(-6.344 -3.52, -6.768 -3.75)",0.7305127754844909,0.7305099287185451,0.728402892279096,0.6888929928607141,0.7312368630003214,0.7315435255591515,0.7284028920058102,0.686715253231536
branch,xf_2128_to_2237_3_2winding_transformer,1413,645,0.68,-7.574,0.672,-7.766,"LINESTRING(0.68 -7.574, 0.672 -7.766)",2.339956296266678,6.242927350922317,13.89691709467709,5.190024519365067,14.13872464935279,4.995000871324259,13.893157466246903,4.265981492238879
branch,line_3545_to_3589_1_cp,1327,340,-1.2,6.098,-1.488,5.67,"LINESTRING(-1.2 6.098, -1.488 5.67)",20.657918412739644,16.592602549402322,22.169421351061498,19.271772824751462,19.481105806436364,15.971730738140662,21.802744729205973,18.03993108173477
branch,line_3338_to_3471_2_cp,1080,558,-0.868,5.792,-0.956,5.86,"LINESTRING(-0.868 5.792, -0.956 5.86)",16.209219227777847,16.206797327700706,19.479453126217617,19.46828017877096,13.763798602004188,13.763705872382623,19.475899913451062,19.47023936922719
branch,xf_2182_to_2290_5_2winding_transformer,901,100,1.61,-6.402,1.62,-6.958,"LINESTRING(1.61 -6.402, 1.62 -6.958)",13.566916478539307,13.566960599460728,16.369558976202548,16.37249323269928,11.486363625565756,11.492190393523282,16.368634638765954,16.37306867603172
branch,line_2218_to_2221_1_cp,867,1323,0.814,-8.624,0.822,-8.45,"LINESTRING(0.814 -8.624, 0.822 -8.45)",27.39086779108426,24.142634828538625,29.162074462234678,23.510803887908775,23.279618262500712,22.21293460658086,26.362116994835354,19.448187699685406
branch,xf_2167_to_2103_8_2winding_transformer,424,1375,1.754,-8.158,1.742,-8.368,"LINESTRING(1.754 -8.158, 1.742 -8.368)",0.7750424581288763,0.7751441700642686,0.9295695046684852,0.9296264834987491,0.6590099487631619,0.659076314877783,0.9295903478355085,0.9297070643428129
branch,xf_5070_to_5192_5_2winding_transformer,1015,1733,1.556,-10.664,1.444,-10.728,"LINESTRING(1.556 -12.664, 1.444 -12.728)",35.591669034378505,35.5915740944176,35.9576763840673,35.45476796623596,35.49936629876671,35.499673901301016,35.36093873330247,35.14575161759738
branch,xf_5153_to_5070_2_2winding_transformer,1507,1015,1.808,-10.688,1.556,-10.664,"LINESTRING(1.808 -12.688, 1.556 -12.664)",6.324903015597634,6.323838757846118,7.5977671802842,7.595999104092338,5.372364286589467,5.3717486237169565,7.5972819914414025,7.59569290318029
branch,line_3252_to_3625_1_cp_merged_with_xf_3252_to_3466_1_2winding_transformer,73,1479,-2.63,5.728,-3.124,5.758,"LINESTRING(-2.63 5.728, -3.124 5.758)",26.885053904121705,20.33043212285712,27.9475966924571,20.963226690672826,25.799673708694637,20.060037067656417,26.161704299197265,12.486929780863585
branch,line_3569_to_3640_1_cp,165,186,-1.408,10.272,-1.14,9.606,"LINESTRING(-1.408 10.272, -1.14 9.606)",13.468997729838497,13.468998015405203,16.238175221496004,16.24102505363195,11.415105720226112,11.415105832347132,16.238942442427028,16.24673209757862
branch,xf_1099_to_1020_7_2winding_transformer,436,113,1.65,0.736,1.822,0.814,"LINESTRING(1.65 0.736, 1.822 0.814)",27.560956882285666,38.97018647375947,37.09404115392532,66.17455504674305,18.586669879953053,25.84105986059171,38.74291589141553,70.96435049140811
branch,line_1102_to_1114_1_cp,356,1766,2.808,-2.104,2.464,-1.632,"LINESTRING(2.808 -2.104, 2.464 -1.632)",26.52039868580997,26.563228413308632,32.05046697367066,32.11363936398879,22.424414743799375,22.456701882969817,32.05265563427191,32.111583190569526
branch,xf_5153_to_5070_1_2winding_transformer,1507,1015,1.808,-10.688,1.556,-10.664,"LINESTRING(1.808 -12.688, 1.556 -12.664)",33.07343383905702,33.03237616190821,37.00587927498119,36.15985426477741,28.590974018286726,28.502193915590375,37.228307394787116,28.477779305485022
branch,line_1159_to_1637_1_cp,1336,1154,3.646,4.404,3.896,4.78,"LINESTRING(3.646 4.404, 3.896 4.78)",25.58913245336658,25.589599163990822,30.90507664722071,30.9059281452659,21.66553702716628,21.665788131571507,30.90537365027604,30.904723647337086
branch,xf_1434_to_1571_1_2winding_transformer,592,197,0.936,-0.82,1.184,-0.676,"LINESTRING(0.936 -0.82, 1.184 -0.676)",16.793161042514683,17.138394499858745,21.591596975259545,25.387049931889166,13.05154506496485,13.342706613068374,20.413197003736773,25.199211274182705
branch,line_2269_to_2351_1_cp,1250,1279,0.188,-8.836,0.22,-8.532,"LINESTRING(0.188 -8.836, 0.22 -8.532)",5.972048873335767,5.992345035175151,7.29025548267833,7.310691207888978,5.0512592540201755,5.037283973848243,7.282969149639351,7.337139908386606
branch,line_1095_to_1104_1_cp,581,952,2.982,4.368,3.496,4.47,"LINESTRING(2.982 4.368, 3.496 4.47)",37.8806292940767,32.825534965265426,40.567582023845084,34.42739903678288,37.31181744541354,32.917603233239966,40.5024483538485,31.700549421073234
branch,line_1315_to_1324_1_cp,711,1615,1.39,-2.916,1.516,-2.836,"LINESTRING(1.39 -2.916, 1.516 -2.836)",7.684611645917326,7.683115187171687,9.211302643935388,9.211071018674248,6.5430023657290795,6.538721003714788,9.21130264394223,9.210700345823888
branch,line_2210_to_2217_1_cp,275,1906,0.86,-8.526,0.822,-8.708,"LINESTRING(0.86 -8.526, 0.822 -8.708)",6.323648735958629,6.326506047493706,7.594469252656445,7.595384578995532,5.3714142445676565,5.373427782901042,7.5949821009003955,7.593411630105754
branch,line_1331_to_1385_1_cp,484,1947,4.0,4.22,4.334,4.352,"LINESTRING(4.0 4.22, 4.334 4.352)",7.9321313290757365,8.100510586306154,4.201107198341801,5.4488731389461496,6.7595837609329,6.938591520168927,4.484806467349717,4.55448571267575
branch,line_3069_to_3201_2_cp,1751,460,-1.45,12.106,-1.518,11.834,"LINESTRING(-1.45 12.106, -1.518 11.834)",13.691718788273095,13.699372547666872,16.500808099429523,16.505074280714418,11.603895889093478,11.612242796227987,16.49844483781874,16.511230192033786
branch,line_3516_to_3629_2_cp,372,391,-3.472,13.494,-3.746,13.742,"LINESTRING(-3.472 13.494, -3.746 13.742)",4.138826699024787,4.142072874008155,4.637154328488395,4.811786497638002,3.7960425487729954,3.8048073702509906,4.586472425465666,4.662750141967378
branch,xf_1311_to_1056_1_2winding_transformer,983,508,1.936,-3.474,1.978,-3.612,"LINESTRING(1.936 -3.474, 1.978 -3.612)",39.66355556554876,39.661595318141934,39.63659306686137,39.6348197827752,39.64393766229044,39.64377611601227,39.630629611181,39.61445595990353
branch,xf_4294_to_4380_2_2winding_transformer,1300,1055,-3.768,-4.724,-4.148,-4.676,"LINESTRING(-3.768 -4.724, -4.148 -4.676)",24.892648132052013,24.892885308057355,32.7317291634789,26.815577454676216,19.421635767504853,19.421977061176552,18.527466829390626,14.605479093379973
branch,line_3009_to_3116_1_cp,1110,1592,-2.626,8.136,-2.508,8.1,"LINESTRING(-2.626 8.136, -2.508 8.1)",8.215140234842263,10.843204240871689,1.3530375413872526,19.808824264543585,19.100682229278036,15.1896898953041,13.70266588463549,13.120421828252452
branch,line_1093_to_1120_1_cp,532,1427,1.406,0.09,1.384,-0.386,"LINESTRING(1.406 0.09, 1.384 -0.386)",35.34407079784875,39.982870329499534,41.76007266068328,40.563341270169836,20.454097319055457,28.656962730784052,41.78617832353181,39.65917519003444
branch,line_3023_to_3063_1_cp,1356,1547,-2.628,11.92,-2.436,11.786,"LINESTRING(-2.628 11.92, -2.436 11.786)",17.68606511919387,25.25915581208652,25.597197435210088,64.61776487854961,9.40506431501374,13.82173728052773,29.96886249475311,68.19420252797373
branch,line_4131_to_4149_1_cp,1808,358,-3.686,-4.01,-2.962,-4.236,"LINESTRING(-3.686 -4.01, -2.962 -4.236)",26.62593763844877,26.653997061687264,32.23900291314628,32.25575859297556,22.498182513126025,22.527868042751873,32.22915541903751,32.28006781687207
branch,xf_4144_to_4384_1_2winding_transformer,989,1576,-5.412,-3.632,-5.548,-3.66,"LINESTRING(-5.412 -3.632, -5.548 -3.66)",40.45593354656161,39.10538351743638,40.35073119699676,40.39597079383013,40.506845877604526,36.08004882588619,40.39941336338463,40.36266087689807
branch,line_2163_to_2167_1_cp,310,424,1.848,-7.924,1.754,-8.158,"LINESTRING(1.848 -7.924, 1.754 -8.158)",7.923181973665742,8.091371228536644,4.196367211674206,5.442725475567326,6.751957310572972,6.9307630744159185,4.479746444114576,4.549346990739734
branch,xf_3476_to_3549_1_2winding_transformer,635,523,-2.18,8.83,-1.83,8.69,"LINESTRING(-2.18 8.83, -1.83 8.69)",14.069110970866616,14.069223975186429,16.554499538425,16.661126415676218,12.221609239482548,12.221754768712016,16.580699510233902,16.71787948132403
branch,xf_4357_to_4015_4_2winding_transformer,134,507,-5.96,-3.838,-6.122,-3.926,"LINESTRING(-5.96 -3.838, -6.122 -3.926)",3.0228322878724736,3.0227455024051815,3.6313859440091654,3.6312293687073867,2.56737678335307,2.5673103109941526,3.631386278375137,3.6276643423097754
branch,xf_3378_to_3380_1_2winding_transformer,1116,1848,-0.844,5.4,-0.778,5.304,"LINESTRING(-0.844 5.4, -0.778 5.304)",13.305839534925651,13.692023296959526,18.13484463080232,18.581072170401605,11.41851329597912,11.683810324879571,16.226291306077098,19.124649236031388
branch,line_1198_to_1455_2_cp,979,1322,1.056,1.328,0.876,1.584,"LINESTRING(1.056 1.328, 0.876 1.584)",35.663272691572935,35.54446902890501,35.567992356786895,35.39858083650665,34.93938339450949,34.9336591219427,34.96833399337134,32.492026350733575
branch,xf_1159_to_1527_1_2winding_transformer,1336,696,3.646,4.404,3.746,4.548,"LINESTRING(3.646 4.404, 3.746 4.548)",13.962541806391556,13.962525086376267,16.802260549616424,16.802567922337516,11.843173679373704,11.843159965459499,16.802814486653215,16.799872441133783
branch,xf_4083_to_4102_6_2winding_transformer,152,560,-1.816,-6.504,-1.858,-6.562,"LINESTRING(-1.816 -6.504, -1.858 -6.562)",0.06316855693827325,0.06316855916102075,0.07580225859033068,0.0758022594759724,0.05369327960382193,0.053693281471876915,0.07580225892955135,0.07580226073865629
branch,line_1404_to_1443_2_cp,1111,1101,2.32,0.69,1.932,0.742,"LINESTRING(2.32 0.69, 1.932 0.742)",0.06638339049995955,0.06894107998333204,0.06692012070282262,0.06346855905531204,0.07015956932662662,0.07036340890069108,0.06680645642249183,0.06276560947498211
branch,line_1243_to_1340_1_cp,1412,309,1.316,-0.744,0.934,-0.53,"LINESTRING(1.316 -0.744, 0.934 -0.53)",39.66797195214733,40.09676478248833,37.660540687321706,12.368537782079123,41.13639509553077,41.712736878899534,37.660540689407256,12.368538333049674
branch,xf_3039_to_3043_1_2winding_transformer,1843,1820,0.086,9.93,0.188,10.122,"LINESTRING(0.086 9.93, 0.188 10.122)",15.284910330955439,16.703990442907628,16.262669241313972,21.839049340258345,14.374766798077832,13.505270802067415,22.42476101310524,23.100927980588327
branch,line_1095_to_1145_2_cp,581,1022,2.982,4.368,2.726,3.194,"LINESTRING(2.982 4.368, 2.726 3.194)",23.22406399223496,23.22369710709657,27.036453007142942,27.03610538194818,20.429328051121608,20.428952309464123,27.036453006768873,27.03610538560869
branch,xf_3263_to_3264_1_2winding_transformer,976,273,-2.736,9.18,-2.892,9.294,"LINESTRING(-2.736 9.18, -2.892 9.294)",16.685258118170196,17.12432495331028,26.1019777999108,26.70605787031676,12.676806991447142,13.016634652024607,20.459571423989736,28.019185439366932
branch,line_1126_to_1145_1_cp,1173,1022,2.67,2.718,2.726,3.194,"LINESTRING(2.67 2.718, 2.726 3.194)",25.959320195452563,27.02746318476394,31.84626884186598,32.593795201158876,21.90730182457762,22.780444160928464,31.845265143210366,32.98871123755095
branch,xf_3114_to_3115_1_2winding_transformer,1829,1432,-2.746,12.162,-2.9,12.28,"LINESTRING(-2.746 12.162, -2.9 12.28)",42.74089089556589,42.74088942992204,51.41405951164128,51.41414085186673,36.25443630367645,36.25443363699957,51.414203363555224,51.413529781161806
branch,xf_1155_to_1205_1_2winding_transformer,363,1971,0.736,-0.202,0.282,-0.578,"LINESTRING(0.736 -0.202, 0.282 -0.578)",22.96161475425351,22.94910730461579,27.655034581405197,27.610567143078107,19.453040221469266,19.45295335795431,27.638982671895025,27.6354672221263
branch,line_3374_to_3503_2_cp,1011,548,0.132,6.204,-0.566,6.134,"LINESTRING(0.132 6.204, -0.566 6.134)",0.0,1.0938233830634288e-22,0.0,0.0,0.0,1.3024771297444323e-19,0.0,0.0
branch,xf_1324_to_1048_1_2winding_transformer,1615,754,1.516,-2.836,1.466,-2.98,"LINESTRING(1.516 -2.836, 1.466 -2.98)",6.404094247110699,6.708671573337561,5.833940858406853,7.495199756940335,6.196308932870776,6.23778341533697,6.298932006453403,7.31399539546807
branch,xf_4237_to_4419_2_2winding_transformer,1898,1031,-5.288,-5.35,-5.138,-5.222,"LINESTRING(-5.288 -5.35, -5.138 -5.222)",13.190949574691535,4.718911544213263,24.74226801718725,24.742269305104895,16.88081682195775,16.831081344999358,7.4444207356331615,24.74226930523579
branch,xf_5052_to_5181_4_2winding_transformer,1277,885,1.044,-11.758,0.886,-11.816,"LINESTRING(1.044 -13.758, 0.886 -13.816)",15.584175232331251,15.628447409711544,18.925715599614882,18.983234399195258,13.187375687560035,13.175399015716351,18.91501510014195,19.04540325931612
branch,xf_4024_to_4369_7_2winding_transformer,392,1394,-6.118,-2.656,-5.976,-2.706,"LINESTRING(-6.118 -2.656, -5.976 -2.706)",2.343899130485802,2.459110831638051,0.6825081979198011,1.3307745811517973,2.755602051689832,2.8526458367986263,1.316970979250907,5.521669354659023
branch,line_3163_to_3504_1_cp,168,1783,-1.088,5.438,-0.958,5.56,"LINESTRING(-1.088 5.438, -0.958 5.56)",13.252288874135122,13.252293025922256,15.926820189284427,15.931149003973527,11.267725545181516,11.267724033543574,15.933347620997207,15.934860470373666
branch,xf_4186_4230_4494_1_3winding_transformer_br3,1750,357,-4.37,-1.632,-4.264,-1.972,"LINESTRING(-4.37 -1.632, -4.264 -1.972)",1.1999959866403735,1.2328097500436292,3.4585220817878652,31.257244040474635,0.6541171446003488,0.6211044721822325,2.080657183866784,29.27294481132486
branch,line_4165_to_4222_1_cp,176,1569,-6.576,-3.294,-7.002,-3.168,"LINESTRING(-6.576 -3.294, -7.002 -3.168)",3.4538030320428197,3.4534255023125007,4.143050114339155,4.142839835407773,2.936530161273011,2.93611391378866,4.14307939329154,4.142579967285711
branch,xf_4220_4074_4499_5_3winding_transformer_br1,931,1403,-1.796,-5.49,-1.796,-5.652,"LINESTRING(-1.796 -5.49, -1.796 -5.652)",8.59651815352931,8.012720224543477,10.876892582646784,10.953727920217796,6.735911502508054,7.38409977493135,10.860950398753667,10.493027062482787
branch,line_3652_to_3654_2_cp_merged_with_xf_3654_to_3656_2_2winding_transformer,930,1219,0.456,5.732,0.844,5.784,"LINESTRING(0.456 5.732, 0.844 5.784)",0.2211168213872624,0.22111684807525767,0.26533679264732934,0.26533651873540387,0.18795116050867172,0.18795118698142374,0.26533665873269674,0.2653365465724234
branch,line_5169_to_5170_2_cp,702,44,2.102,-11.308,2.062,-11.006,"LINESTRING(2.102 -13.308, 2.062 -13.006)",12.639424841444685,12.641483485475257,15.096549521386892,15.096055956513418,10.811205414830821,10.811233013047678,15.109099636667352,15.110915442353168
branch,xf_3078_to_3642_2_2winding_transformer,801,131,-2.168,13.88,-1.98,13.95,"LINESTRING(-2.168 13.88, -1.98 13.95)",3.6260419844168794,3.6260384807954544,4.11471930857985,4.113680007652462,3.2367726908348646,3.236769682381111,4.12324602591106,4.1112207578311235
branch,xf_1092_1093_1526_2_3winding_transformer_br1,1179,941,1.406,0.514,1.406,0.514,"LINESTRING(1.406 0.514, 1.406 0.514)",20.35050216933767,20.361479318616084,28.902507995994952,24.288493475446213,17.999932131310658,18.02141684418003,27.25860246578962,34.18853617444252
branch,xf_4318_to_4475_2_2winding_transformer,1234,1309,-3.43,-5.628,-3.476,-5.79,"LINESTRING(-3.43 -5.628, -3.476 -5.79)",13.742654103057065,13.74025993043142,18.1686173480744,15.001052433010914,10.377152950951759,10.375833017838088,19.73913353851538,16.642709252148062
branch,xf_2198_to_2118_4_2winding_transformer,1112,1449,1.92,-7.276,1.968,-7.858,"LINESTRING(1.92 -7.276, 1.968 -7.858)",70.61148825384073,52.47328116399015,71.33412242390953,52.023906714839164,68.12048149393716,52.83220066097458,65.18851974368542,28.36034099507481
branch,xf_1117_to_1175_2_2winding_transformer,50,1342,1.528,0.054,1.75,0.288,"LINESTRING(1.528 0.054, 1.75 0.288)",13.588002423470563,15.172191635914434,14.537167099256559,31.229546437908486,15.030999001285728,9.970373559203074,16.628480850202436,36.49124937364363
branch,line_1164_to_1637_1_cp,205,1154,3.916,4.582,3.896,4.78,"LINESTRING(3.916 4.582, 3.896 4.78)",2.492176252785334,2.4134773801841174,3.20473630631734,3.3030430475687234,2.0240437649041514,2.1155711895731923,3.3101528633232435,3.5049158352693364
branch,line_4267_to_4269_1_cp_merged_with_xf_4269_to_4443_1_2winding_transformer,156,1804,-4.364,-6.656,-4.636,-7.042,"LINESTRING(-4.364 -6.656, -4.636 -7.042)",3.876368228238428e-5,4.082549429952806e-5,4.088828049036334e-5,4.122273145545429e-5,4.029289087897663e-5,4.055294983477565e-5,4.09351048785667e-5,4.11527166434138e-5
branch,line_3314_to_3315_2_cp,1933,1169,-1.704,8.272,-1.78,8.474,"LINESTRING(-1.704 8.272, -1.78 8.474)",0.6608205181490081,0.6603615537263731,0.6642633172256632,0.673033118179669,0.6511221581476287,0.6513061768879582,0.6712275603654109,0.6730332708419474
branch,xf_4313_to_4471_1_2winding_transformer,1705,1495,-3.1,-6.226,-3.13,-6.41,"LINESTRING(-3.1 -6.226, -3.13 -6.41)",1.269977945099018e-5,1.2425019752144528e-5,1.2812874474390036e-5,1.2792822376860145e-5,1.2420932782474292e-5,1.2079664119935697e-5,1.2802369619387723e-5,1.2562794670287073e-5
branch,line_1190_to_1451_1_cp,779,1200,1.058,0.878,1.09,0.984,"LINESTRING(1.058 0.878, 1.09 0.984)",45.70508436929923,45.75707379855826,55.35357075701661,55.37347967340046,38.57958340867617,38.666443390440634,55.35357075643795,55.40743287332618
branch,line_5060_to_5061_1_cp,141,1126,3.392,-11.182,3.18,-11.104,"LINESTRING(3.392 -13.182, 3.18 -13.104)",6.3623372922285135,6.363602755925004,8.308264279539566,7.6553654968991065,5.476719763661948,5.479341709354371,7.821292291202861,8.770432658778935
branch,xf_1449_to_1633_1_2winding_transformer,647,1752,3.722,-2.562,3.91,-2.522,"LINESTRING(3.722 -2.562, 3.91 -2.522)",2.7372094306467294,2.7372615648832066,4.452925953126132,4.353001235448757,1.4772350037389734,1.47727249997197,4.208941633990256,4.87506758815669
branch,xf_2109_to_2099_2_2winding_transformer,803,620,0.448,-7.482,0.396,-7.886,"LINESTRING(0.448 -7.482, 0.396 -7.886)",0.24818302670530532,0.2295895870658995,0.24999674823099624,0.24300116335163724,0.24339161679826737,0.22310436715269952,0.2482073479241552,0.23550914184450608
branch,xf_2315_to_2350_6_2winding_transformer,675,40,0.454,-6.494,0.432,-6.616,"LINESTRING(0.454 -6.494, 0.432 -6.616)",12.238660651836337,12.238523396690496,15.717579564742676,17.624984846076703,9.770693036259177,9.77031583893418,16.118069516218863,19.908614963925597
branch,xf_1627_to_1574_3_2winding_transformer,411,1202,-0.668,0.806,-0.844,0.856,"LINESTRING(-0.668 0.806, -0.844 0.856)",21.540752938826753,21.54271004144139,25.99902783707079,26.13414772439256,18.47065239940262,18.47731432544507,25.978970779478306,25.97043674247142
branch,xf_2191_2023_2024_1_3winding_transformer_br2,496,986,1.568,-3.914,1.558,-3.872,"LINESTRING(1.568 -3.914, 1.558 -3.872)",21.30016982666314,21.299845916526312,24.974426775088748,24.974116612520124,18.596376863267352,18.596045610724936,24.974426774828224,24.974116615069725
branch,line_1221_to_1373_2_cp,672,1129,2.474,-0.89,2.76,-0.862,"LINESTRING(2.474 -0.89, 2.76 -0.862)",0.4745351431631306,2.03141519258906,0.5787458554050146,4.361775082526051,0.43171207023746155,1.567757837465223,1.34943014568844,4.147998415478108
branch,xf_3492_to_3493_3_2winding_transformer,1458,847,-0.838,11.012,-0.796,10.988,"LINESTRING(-0.838 11.012, -0.796 10.988)",57.880343249722024,55.7483670174827,67.45851325119673,65.32592156413793,49.5028902042679,48.58409136835998,67.69854189858503,64.78212246429804
branch,line_5113_to_5119_1_cp,1070,262,1.66,-11.324,2.146,-11.292,"LINESTRING(1.66 -13.324, 2.146 -13.292)",5.722269117517875,5.7223522149906785,6.870193586360293,6.870018411258007,4.86235684777091,4.862380678917615,6.870300409790145,6.874903898512827
branch,line_5051_to_5053_1_cp,646,476,1.53,-11.49,1.622,-11.4,"LINESTRING(1.53 -13.49, 1.622 -13.4)",0.0,1.3490050410594686e-20,0.0,9.329041456280372e-25,0.0,7.998298941480956e-20,0.0,1.4269178679046062e-29
branch,line_3561_to_3591_3_cp,849,1790,-2.5,12.724,-2.14,11.868,"LINESTRING(-2.5 12.724, -2.14 11.868)",20.01079764158106,19.976646353515306,19.99966818116915,18.649138819501683,18.78400845914681,19.039278669705155,20.026497307180353,18.649391061009926
branch,xf_5068_to_5173_1_2winding_transformer,815,288,0.766,-11.664,0.602,-11.722,"LINESTRING(0.766 -13.664, 0.602 -13.722)",35.97032276931859,36.19687199404418,44.17777705464234,44.64763990495822,29.88039618028332,30.094643020938115,44.21837538095085,44.68660551293336
branch,xf_2270_to_2080_3_2winding_transformer,611,684,-0.914,-6.888,-0.952,-7.034,"LINESTRING(-0.914 -6.888, -0.952 -7.034)",11.225393204827196,11.205369087590642,13.661711682368901,13.577267472059013,9.480907613364991,9.480847904159543,13.63265786779273,13.611369917077617
branch,line_4241_to_4248_1_cp,1973,34,-4.626,-4.952,-4.77,-4.826,"LINESTRING(-4.626 -4.952, -4.77 -4.826)",4.677333608745998e-5,4.7582908160532344e-5,4.7604583191242965e-5,4.85066325188188e-5,4.565787854157445e-5,4.644957887532063e-5,4.7448119124458274e-5,4.850849143068342e-5
branch,xf_4160_4097_4401_1_3winding_transformer_br2,1094,15,-7.484,-3.462,-7.484,-3.462,"LINESTRING(-7.484 -3.462, -7.484 -3.462)",8.11731855088101,8.775476191125197,28.95497821547365,46.560369141306104,4.677637028212005,5.219713942511021,19.994289714787058,78.5839201595942
branch,xf_3069_to_3070_3_2winding_transformer,1751,912,-1.45,12.106,-1.392,12.318,"LINESTRING(-1.45 12.106, -1.392 12.318)",42.11371267741063,42.11497625147509,42.09471807351859,21.041887376636403,42.13503445249166,42.13644101999602,42.08800541710344,20.990449807421466
branch,xf_2342_to_2054_1_2winding_transformer,218,1107,-0.562,-7.25,-0.618,-7.424,"LINESTRING(-0.562 -7.25, -0.618 -7.424)",20.47685572407738,20.904822758164112,22.61644644979133,35.78628231479799,16.888365652994977,17.19202598436494,17.520881876170648,66.28170511094363
branch,line_4211_to_4212_1_cp,1875,1096,-3.012,-3.674,-3.12,-3.846,"LINESTRING(-3.012 -3.674, -3.12 -3.846)",0.6000946292122892,0.6000945631737841,0.7204714917078913,0.720444967035019,0.5098995697230092,0.5098995257406501,0.7204540714046875,0.7204354933018153
branch,xf_3037_to_3038_2_2winding_transformer,1940,830,-3.432,9.782,-3.582,9.902,"LINESTRING(-3.432 9.782, -3.582 9.902)",4.534515567210564,4.534515480986078,5.442071710737278,5.442133225910043,3.854008703579407,3.8540086495745083,5.442128336814671,5.442140682643772
branch,xf_1115_to_1034_1_2winding_transformer,712,52,2.322,2.256,2.488,2.322,"LINESTRING(2.322 2.256, 2.488 2.322)",12.025813439250026,12.028810075525602,12.142952340386604,12.292833427820007,11.96157349151342,11.966016863940887,12.092651013539236,12.256075083996357
branch,xf_5150_to_5017_2_2winding_transformer,1507,1472,1.808,-10.688,1.706,-10.726,"LINESTRING(1.808 -12.688, 1.706 -12.726)",10.669439836563336,10.664547659165029,12.846136174748313,12.841124535423823,9.045910991368407,9.041118811623669,12.846136176346052,12.841124567045664
