cct_type,cct_element,f_bus,t_bus,f_bus_x,f_bus_y,t_bus_x,t_bus_y,linestring,slijnem_b,slijnem_f,slijnem_b_p,slijnem_f_p,slijnem_b_m,slijnem_f_m,slijnem_b_r,slijnem_f_r
branch,line_3177_to_3473_1_cp,1057,579,-2.498,4.77,-2.604,4.518,"LINESTRING(-2.498 4.77, -2.604 4.518)",1.907040876848152,3.7247220086059483,38.7998272358614,38.79984327190842,1.6546905809263033e-5,0.013193128928535618,0.011132648091263193,25.156560765357543
branch,line_3068_to_3259_1_cp,515,1320,-2.036,12.994,-2.198,12.754,"LINESTRING(-2.036 12.994, -2.198 12.754)",3.7415505770551134e-7,3.9254902948709125e-7,3.790026644658256e-7,4.146818792630356e-7,3.682238405828668e-7,3.861000023076439e-7,3.888673588229685e-7,4.1816861085589395e-7
branch,line_3065_to_3277_1_cp,322,1680,-1.836,11.444,-2.07,11.462,"LINESTRING(-1.836 11.444, -2.07 11.462)",27.91342539438472,27.913414595855578,33.662959187331495,33.67064605270409,23.64598639577225,23.646174999990567,33.660237054369325,33.66856780542012
branch,xf_3187_to_3188_1_2winding_transformer,142,1613,-2.694,8.746,-2.864,8.864,"LINESTRING(-2.694 8.746, -2.864 8.864)",0.14397973813226878,0.14397973813226878,0.17277568575872254,0.17277568575872254,0.12238277741242846,0.12238277741242846,0.17277568575872254,0.17277568575872254
branch,xf_5097_to_5204_1_2winding_transformer,1232,904,2.71,-12.238,2.836,-12.298,"LINESTRING(2.71 -14.238, 2.836 -14.298)",22.435531685826156,22.433689850755567,26.398799129773863,26.84727256924464,19.20690559717767,19.203464916788032,26.539006316966642,25.88239562360578
branch,xf_4247_to_4427_2_2winding_transformer,1684,597,-3.94,-6.618,-3.8,-6.986,"LINESTRING(-3.94 -6.618, -3.8 -6.986)",23.84175108420142,25.20455829481767,32.02117795524249,32.52989977572674,11.004689236345955,14.378055285235622,31.98860494583544,32.65489370481276
branch,xf_3504_to_3505_4_2winding_transformer,1783,1434,-0.958,5.56,-0.888,5.574,"LINESTRING(-0.958 5.56, -0.888 5.574)",14.345970454724963,14.343097402699195,17.404237929456052,17.545702468813612,11.934224466398078,11.927168151246283,17.313277709346337,17.09802128643313
branch,line_3204_to_3496_2_cp,403,12,-1.978,6.964,-1.888,6.844,"LINESTRING(-1.978 6.964, -1.888 6.844)",11.377994732991521,11.391266300463693,20.825340785839273,13.692245612151401,10.692822072894682,10.717426453748626,15.383307803109329,26.332713797233943
branch,line_3261_to_3538_1_pi_merged_with_xf_3615_to_3538_1_2winding_transformer,1068,48,0.81,7.932,1.242,7.864,"LINESTRING(0.81 7.932, 1.242 7.864)",8.133387509913993,8.122671052375235,9.412017419338726,9.38789823641164,7.207829637338333,7.209051861683251,9.406126512494051,9.36862735848783
branch,xf_1447_to_1631_2_2winding_transformer,1895,1038,4.068,4.42,4.244,4.486,"LINESTRING(4.068 4.42, 4.244 4.486)",42.011318662712874,42.04364489896963,49.252982973443885,51.29035420220862,35.5426957891676,35.68594973372079,50.60480345412951,44.113897870958944
branch,xf_2191_to_2102_8_2winding_transformer,1146,1118,1.48,-3.778,1.71,-3.706,"LINESTRING(1.48 -3.778, 1.71 -3.706)",11.917861799370398,11.91784976440449,14.358442260195675,14.356597866107327,10.102913104622003,10.102910051861926,14.357510145788662,14.355058095148848
branch,line_5139_to_5143_1_cp,77,5,2.024,-11.328,2.016,-11.224,"LINESTRING(2.024 -13.328, 2.016 -13.224)",16.526009523414945,14.963315853174066,12.366664402445329,11.990701692756575,15.351808102084652,14.174124583590253,13.389002361169227,14.316087743697445
branch,line_1189_to_1215_1_cp,170,1667,1.464,-0.9,1.752,-0.87,"LINESTRING(1.464 -0.9, 1.752 -0.87)",12.530879971038114,12.534329684231857,15.091388495132804,15.106307017353243,10.623954331315323,10.625981511023925,15.092843169340853,15.106520856211326
branch,Dec11_line_4129_to_4148_1_dec,402,1742,-4.008,-5.192,-3.752,-5.59,"LINESTRING(-4.008 -5.192, -3.752 -5.59)",28.9878940268557,29.06247093113959,35.128596586918384,35.33035950090478,24.37625927829573,24.451753324748037,35.15235864468335,35.35126732380826
branch,line_5059_to_5128_1_cp,432,534,3.522,-11.216,3.806,-11.332,"LINESTRING(3.522 -13.216, 3.806 -13.332)",19.017717790357995,19.834984997749334,21.38742404338309,22.95563951126098,17.60040965984783,18.040739246544096,21.59344266974495,22.892208924693893
branch,line_4266_to_4273_1_cp,6,1106,-4.468,-6.036,-4.694,-6.284,"LINESTRING(-4.468 -6.036, -4.694 -6.284)",4.979455937464635,4.979455338849534,5.980692891102522,5.9807181172941055,4.2296988353041485,4.229698346386188,5.980832998565661,5.980132986982228
branch,line_4192_to_4193_1_cp,266,407,-4.258,-3.138,-4.498,-2.746,"LINESTRING(-4.258 -3.138, -4.498 -2.746)",6.337212808562132,6.170114481557838,6.931960040034981,7.425205241693387,6.418030311018431,6.337111543825777,6.551791688502849,7.3113080523449945
branch,line_4300_to_4311_1_cp,891,195,-3.44,-5.152,-3.314,-5.61,"LINESTRING(-3.44 -5.152, -3.314 -5.61)",21.750088441719136,35.0217245993069,40.94085404732969,38.42852242054642,12.697854548529023,20.968765802625413,40.97919747940695,38.49888784539915
branch,xf_5105_to_5211_1_2winding_transformer,38,545,1.242,-13.158,1.324,-13.06,"LINESTRING(1.242 -15.158, 1.324 -15.06)",2.665510369758515e-7,3.809723538467804,1.2066105494720837e-6,2.307735083011059,3.5075431211899745e-7,2.2784866756261204,4.868771242704853,0.047013961245063324
branch,xf_1138_to_1186_5_2winding_transformer,1125,609,1.194,0.63,1.134,-0.106,"LINESTRING(1.194 0.63, 1.134 -0.106)",10.643770762876283,8.253566417766871,13.62976669148532,15.332517964360285,8.514274159109092,6.055346292241684,13.629766697164513,15.332517707644472
branch,line_3232_to_3298_1_cp,653,984,-0.234,11.028,-0.132,11.222,"LINESTRING(-0.234 11.028, -0.132 11.222)",4.839155595010309,4.8381532219109395,5.815801866473627,5.8111269212316286,4.109591533084671,4.109562041191562,5.814245243518154,5.811545893654624
branch,xf_1111_to_1170_1_2winding_transformer_merged_with_line_1170_to_1370_2_cp,269,14,0.456,0.428,0.066,0.788,"LINESTRING(0.456 0.428, 0.066 0.788)",7.715154603807712,7.714867724761154,11.647292627583335,7.90118021620482,5.07639387484308,5.07573710301473,9.691619366660724,6.974269304760947
branch,xf_3019_to_3020_2_2winding_transformer,1975,1095,-1.526,8.344,-1.552,8.534,"LINESTRING(-1.526 8.344, -1.552 8.534)",15.539682003846458,15.580403271044071,18.727201118562185,18.738050383769362,13.164402090147744,13.191278991854169,18.733390614200847,18.713621406585787
branch,xf_3114_to_3115_2_2winding_transformer,1829,1432,-2.746,12.162,-2.9,12.28,"LINESTRING(-2.746 12.162, -2.9 12.28)",14.02748154506156,14.026031948828166,16.90249550007364,16.902206892019713,11.891394386341062,11.890443587043299,16.899525608174454,16.901677012909317
branch,line_1361_to_1450_1_cp,503,335,4.372,-2.95,4.574,-2.954,"LINESTRING(4.372 -2.95, 4.574 -2.954)",1.724006642425659,1.7240624918311571,2.0704837590640253,2.070471125502718,1.4645294779591551,1.4646276150530881,2.0704583126900498,2.0707438432782133
branch,line_2113_to_2181_2_cp,140,1539,1.61,-7.292,1.606,-7.12,"LINESTRING(1.61 -7.292, 1.606 -7.12)",4.018603743897413,4.013611605929176,4.611021954114395,4.615182332125673,3.6043824906110897,3.546470444836996,4.611736796127867,4.617878662367609
branch,xf_2145_2243_2306_1_3winding_transformer_br1,1894,1247,0.652,-6.886,0.666,-7.052,"LINESTRING(0.652 -6.886, 0.666 -7.052)",5.793487852020965,5.793390738718541,6.9490281538362755,6.94918915226907,4.925926011987731,4.925895083861555,6.949039955182353,6.946111070125631
branch,line_1363_to_1473_1_cp,1756,1523,3.428,3.736,2.918,3.314,"LINESTRING(3.428 3.736, 2.918 3.314)",5.343085142807414,5.348833978253869,6.411964076892931,6.417960755724526,4.54143843054609,4.547191327949551,6.411963498670183,6.417955042441749
branch,xf_2121_to_2232_4_2winding_transformer,310,1679,1.848,-7.924,1.858,-8.144,"LINESTRING(1.848 -7.924, 1.858 -8.144)",6.27716998235863,7.262576992788805,9.783026648995541,10.06732829130932,3.356181287259746,4.320706814527603,9.624647029741796,10.41259284911316
branch,xf_1496_to_1649_2_2winding_transformer,1345,1372,1.062,1.94,1.074,2.122,"LINESTRING(1.062 1.94, 1.074 2.122)",31.081827180248006,24.234995671750884,31.17154289227487,37.27105842001632,31.79932787090503,25.946218839292438,33.44223764839149,32.64423256299979
branch,xf_3492_3565_3495_1_3winding_transformer_br1,1458,1362,-0.838,11.012,-0.838,11.012,"LINESTRING(-0.838 11.012, -0.838 11.012)",9.246277091223767,9.246287715899292,11.015655832960961,11.015583481137527,7.968192770639727,7.968213196692496,11.01552659941354,11.016168325622761
branch,line_1169_to_1316_1_cp,665,472,2.538,-1.042,2.718,-1.076,"LINESTRING(2.538 -1.042, 2.718 -1.076)",3.87614412642822,6.390236194665079,3.633337848021628,5.960851641858756,3.8421756382865135,6.716672829956511,3.757377997143662,7.273609464981377
branch,xf_3235_to_3236_2_2winding_transformer,1640,1361,-1.902,5.612,-1.834,5.61,"LINESTRING(-1.902 5.612, -1.834 5.61)",17.314367279011186,17.314351459648268,20.822203300660433,20.82249792688848,14.693694632797369,14.693681793450871,20.822734283831995,20.81991503434618
branch,line_2118_to_2121_2_cp,1449,310,1.968,-7.858,1.848,-7.924,"LINESTRING(1.968 -7.858, 1.848 -7.924)",7.358747678285832,7.095675883159726,35.84404592839513,49.47128650000241,4.9675864484941785,4.805446512321932,23.948448657393147,72.07562025301701
branch,line_4110_to_4114_1_cp,863,261,-4.986,-3.66,-5.254,-3.804,"LINESTRING(-4.986 -3.66, -5.254 -3.804)",17.99865498898685,18.030367240574616,23.324906073751517,23.614568570116393,16.315426907884827,16.39630221419273,22.93965713280526,28.84468876436242
branch,line_3024_to_3261_2_cp,241,1068,0.24,7.536,0.81,7.932,"LINESTRING(0.24 7.536, 0.81 7.932)",2.917079324207539,2.906684024599749,4.909723520083805,4.563870335960147,2.667445297781835,2.665409201377597,5.105354144853138,9.365344232913804
branch,xf_1617_1027_1619_2_3winding_transformer_br1,22,1956,5.658,5.7,5.658,5.7,"LINESTRING(5.658 5.7, 5.658 5.7)",0.7347633193045189,0.7347562238790561,1.3127271786636348,1.1874703176319863,0.5005809981968632,0.5004343915539547,1.233125092983212,1.2689416434771161
branch,line_1103_to_1154_1_cp,343,760,2.892,-2.62,3.502,-2.774,"LINESTRING(2.892 -2.62, 3.502 -2.774)",0.0,0.0,0.0,0.0,0.0,1.66268797941073e-19,0.0,0.0
branch,xf_4031_4030_4029_1_3winding_transformer_br2,441,1473,-4.448,-5.476,-4.448,-5.476,"LINESTRING(-4.448 -5.476, -4.448 -5.476)",26.46239192410657,25.95694296110998,30.265675399669174,26.755075089075348,23.37346461083088,22.975820640124397,30.26209841580137,25.237608633336965
branch,line_1334_to_1444_2_cp,1235,643,3.952,4.18,3.628,3.898,"LINESTRING(3.952 4.18, 3.628 3.898)",5.456995940839561,5.530831693587532,6.636585828021409,6.508146512528351,4.831176069453339,4.881989088787441,6.635562997543039,6.554011298985224
branch,xf_4216_to_4151_2_2winding_transformer,1421,177,-1.728,-4.99,-1.414,-5.1,"LINESTRING(-1.728 -4.99, -1.414 -5.1)",14.89998849023126,14.899990259015164,17.87443045936136,17.874403200070244,12.668687760622484,12.668689553751337,17.87438197194604,17.87463720718471
branch,xf_3358_3360_3361_1_3winding_transformer_br2,1912,1091,-3.186,7.092,-3.186,7.092,"LINESTRING(-3.186 7.092, -3.186 7.092)",46.433914730983595,41.778427029641755,47.177054948918205,45.879839427262596,48.722831519401026,44.36725399606177,46.670034121045155,46.10038596311015
branch,line_1289_to_1461_1_cp,1367,1763,1.94,-0.998,2.23,-0.968,"LINESTRING(1.94 -0.998, 2.23 -0.968)",9.10660835795435,8.233036448305855,11.141607644916522,8.767017493997093,8.696176341550473,8.175435334653839,10.496350032181047,9.3147974057098
branch,xf_2077_to_2270_1_2winding_transformer,1280,611,-0.818,-6.568,-0.914,-6.888,"LINESTRING(-0.818 -6.568, -0.914 -6.888)",15.839143733242786,23.678618157583372,22.716848204640755,69.71429012958362,7.49347308375726,11.832739630620411,27.59167653321084,73.8643368221844
branch,xf_1140_to_1189_5_2winding_transformer,1855,170,1.656,-0.482,1.464,-0.9,"LINESTRING(1.656 -0.482, 1.464 -0.9)",2.9655697891233152e-5,3.679938519101838e-5,2.944476808285024e-5,3.6822749214875186e-5,2.9739915598356634e-5,3.663861000163557e-5,2.893351495522485e-5,3.719177999760546e-5
branch,line_2122_to_2148_2_cp,1747,634,1.658,-6.554,1.91,-6.022,"LINESTRING(1.658 -6.554, 1.91 -6.022)",54.93911393138027,43.295179971367475,54.48986128206295,42.56183393470043,53.8427673455755,43.90441336271569,50.42704755665861,22.440785594098255
branch,xf_3117_to_3118_1_2winding_transformer,1691,963,-0.94,10.968,-0.868,11.154,"LINESTRING(-0.94 10.968, -0.868 11.154)",21.32020404761786,21.479368600180983,25.82788817260408,25.72089247120988,18.059269239114073,18.123656514393588,25.93792281751362,25.776532947114696
branch,line_1234_to_1493_1_pi_merged_with_xf_1493_to_1647_2_2winding_transformer,14,1329,0.066,0.788,-0.34,0.968,"LINESTRING(0.066 0.788, -0.34 0.968)",8.924463463567719,27.40583850948337,32.749752845904545,20.90410757385517,7.075455990856347,5.793528267956754,28.96077138397018,34.37667504848483
branch,xf_1115_to_1036_3_2winding_transformer,712,1119,2.322,2.256,2.514,2.286,"LINESTRING(2.322 2.256, 2.514 2.286)",5.795208003856,5.796884099923302,7.024978547845369,7.031812205416181,4.889061084854067,4.888936154132289,7.0266111959197834,7.037576667713418
branch,line_3357_to_3503_1_cp,1977,548,-0.548,6.284,-0.566,6.134,"LINESTRING(-0.548 6.284, -0.566 6.134)",9.629982245493,9.622227035861412,11.597417034820943,11.592778384197752,8.166500098331941,8.161549503860781,11.595675224676624,11.586485908579212
branch,line_3573_to_3624_2_cp,296,1445,-0.628,8.776,-0.05,7.686,"LINESTRING(-0.628 8.776, -0.05 7.686)",4.905101733110047,4.905102304356055,5.887744817701871,5.887951897877647,4.1684167557418865,4.168416945669298,5.887918086429016,5.888002746852089
branch,xf_5088_5175_5241_4_3winding_transformer_br1,103,1475,2.278,-12.698,2.278,-12.698,"LINESTRING(2.278 -14.698, 2.278 -14.698)",15.086789678173673,6.66907808624857,19.661311001772138,6.831152995430485,15.950670486182197,6.990130964378631,21.002481821617575,4.093785579237795
branch,xf_1102_to_1564_2_2winding_transformer,356,1817,2.808,-2.104,3.126,-2.11,"LINESTRING(2.808 -2.104, 3.126 -2.11)",9.310141822648742,9.314558865631438,11.353503747055465,11.370422139396172,7.815229331477447,7.814894218392475,11.357555720493394,11.384608387611364
branch,xf_4222_to_4398_1_2winding_transformer,1569,1340,-7.002,-3.168,-6.964,-3.216,"LINESTRING(-7.002 -3.168, -6.964 -3.216)",0.2851488189552386,0.28514822211488605,0.289469193308637,0.2879359392217072,0.27880088283505766,0.2788002513606648,0.28905387221862955,0.2849436518987299
branch,line_3170_to_3491_2_cp,1516,1640,-1.69,5.942,-1.902,5.612,"LINESTRING(-1.69 5.942, -1.902 5.612)",31.83572687728106,31.85599087444004,38.04535089454831,38.0995740465845,27.181966801875024,27.183456616172062,38.061585450058615,38.093867330349376
branch,line_1312_to_1385_1_cp,1306,1947,4.088,4.498,4.334,4.352,"LINESTRING(4.088 4.498, 4.334 4.352)",8.634356296984006,8.633679676969937,10.441749040470649,10.448658547364765,7.304210084785943,7.303698287791693,10.444384873519024,10.465853380184727
branch,line_1600_to_1651_1_pi,1726,182,-2.212,4.028,-2.248,4.06,"LINESTRING(-2.212 4.028, -2.248 4.06)",7.688313279152245,7.6884254651948885,9.236272254874201,9.23884289276547,6.529882952731195,6.52984979676222,9.236368220439555,9.238945758271894
branch,line_3354_to_3636_2_cp,1379,797,-1.128,8.162,-1.222,8.14,"LINESTRING(-1.128 8.162, -1.222 8.14)",5.148214575645468,5.148274704787256,6.198965054681073,6.198420723740877,4.37008222178098,4.370059230649255,6.198533225916832,6.197967656579257
branch,line_4071_to_4324_1_cp,1776,1651,-3.702,-3.988,-3.66,-4.21,"LINESTRING(-3.702 -3.988, -3.66 -4.21)",16.51860481467341,16.51466733108398,19.857681637421717,19.842293933008026,14.024300001281432,14.024206254393729,19.85224023047583,19.84897133831879
branch,xf_3368_to_3370_2_2winding_transformer_merged_with_line_3368_to_3382_2_cp,817,1715,-1.016,8.774,-1.082,8.408,"LINESTRING(-1.016 8.774, -1.082 8.408)",38.39338659383581,38.478089541770544,50.63702458751585,53.51193974100526,32.20781974063416,32.397026824659655,49.05431706019364,63.62105703379536
branch,line_3140_to_3486_2_cp,780,209,-2.312,13.518,-2.422,13.216,"LINESTRING(-2.312 13.518, -2.422 13.216)",20.141373696886163,20.141926463254507,24.202226948868912,24.19872867169424,17.11040621170571,17.11102098026121,24.20383428794962,24.190828892149497
branch,line_1166_to_1459_2_cp,1530,546,2.146,-1.456,2.27,-1.584,"LINESTRING(2.146 -1.456, 2.27 -1.584)",36.498502045522784,36.469244357413835,36.34142269417168,35.697145050377976,36.044825024653434,36.11766076014282,36.05710693142357,35.50660119767214
branch,xf_3148_to_3004_2_2winding_transformer,1308,594,-2.646,13.38,-2.834,13.566,"LINESTRING(-2.646 13.38, -2.834 13.566)",2.6709779861658844e-5,2.8921215736943948e-5,2.7196049293043234e-5,2.868484231103681e-5,2.5773369093373722e-5,2.7778942982875864e-5,2.7373237421858097e-5,2.9360660771274997e-5
branch,xf_1273_1572_1573_1_3winding_transformer_br2,1863,1138,4.426,4.772,4.24,4.656,"LINESTRING(4.426 4.772, 4.24 4.656)",28.448452653002064,28.88517473517141,32.8812004098992,31.856684009041146,25.701213658606697,25.590809661209658,33.57517852269923,31.820636957110594
branch,line_4217_to_4224_1_cp,1134,729,-2.188,-4.272,-1.946,-4.582,"LINESTRING(-2.188 -4.272, -1.946 -4.582)",28.445294629536587,21.35610653190525,29.64230903107868,22.05231548770728,27.223574801930038,21.042720041237754,27.66914830802889,13.013438659338153
branch,line_4344_to_4382_1_cp,1846,735,-5.102,-4.306,-4.856,-4.198,"LINESTRING(-5.102 -4.306, -4.856 -4.198)",32.51195273331912,32.51793994303635,39.85733419812728,39.56867015381985,27.531078664370266,27.544494620198385,39.70798050723821,41.11369214995667
branch,line_1182_to_1396_1_cp,1568,1408,3.072,2.828,3.282,2.894,"LINESTRING(3.072 2.828, 3.282 2.894)",6.018712908236287,6.017151903862839,7.238374877559776,7.237644492575564,5.108378368994327,5.107492446231218,7.237789145798801,7.236423477577117
branch,xf_3082_to_3457_4_2winding_transformer,366,527,-3.946,13.928,-4.084,14.052,"LINESTRING(-3.946 13.928, -4.084 14.052)",24.49608584349648,26.332551327182124,23.443551435275232,22.38695363792815,26.140103843679064,26.440259934465594,23.10899561719573,25.297074132906626
branch,xf_4166_4356_4492_4_3winding_transformer_br1,794,517,-7.696,-3.528,-7.696,-3.528,"LINESTRING(-7.696 -3.528, -7.696 -3.528)",30.82888148445192,27.157984753981456,31.06592001683658,30.674509906743186,31.012575511801327,21.736802223530596,31.096456599772747,34.457079861924
branch,xf_1335_to_1591_3_2winding_transformer,1556,742,4.062,4.702,4.28,4.95,"LINESTRING(4.062 4.702, 4.28 4.95)",21.74226866332358,22.691166963778066,23.942438132944314,25.85246368225021,20.532182666837627,20.983616904697268,24.246111539681625,25.673054008874757
branch,line_4209_to_4210_1_cp,101,33,-3.036,-3.294,-2.888,-3.552,"LINESTRING(-3.036 -3.294, -2.888 -3.552)",38.3545433142197,44.24868521567632,50.729314182833775,55.41041325685029,32.65138814441403,37.02612829956803,49.9995966820089,57.8548503832364
branch,xf_5123_to_5218_1_2winding_transformer,681,1073,2.574,-11.368,2.584,-11.452,"LINESTRING(2.574 -13.368, 2.584 -13.452)",4.542146108369276,4.541993894659034,5.089194087567707,5.089088247074063,4.206872196950942,4.206686809056056,5.0891940874221735,5.089088248497912
branch,xf_4169_to_4403_4_2winding_transformer,360,996,-6.344,-3.52,-6.496,-3.512,"LINESTRING(-6.344 -3.52, -6.496 -3.512)",54.278011523267956,42.803237187361255,53.82382865390236,42.07407351421897,53.207766177761464,43.41076410041515,49.805858178325636,22.179398736609674
branch,xf_2123_to_2233_3_2winding_transformer,1591,120,1.08,-8.214,1.218,-8.36,"LINESTRING(1.08 -8.214, 1.218 -8.36)",22.213681447417677,22.213683684353605,26.82072990660692,26.821632104882553,18.80881389664735,18.808815406555606,26.81340340080852,26.82377429251823
branch,line_3015_to_3491_2_cp_merged_with_xf_3015_to_3016_2_2winding_transformer,1640,1512,-1.902,5.612,-1.862,5.99,"LINESTRING(-1.902 5.612, -1.862 5.99)",18.382303714430574,18.800001273090935,20.63375743131882,20.98638960012794,16.73653575818475,16.68966599398311,21.43067754076068,20.75210413886445
branch,line_3117_to_3120_1_cp,1691,1195,-0.94,10.968,-1.07,11.022,"LINESTRING(-0.94 10.968, -1.07 11.022)",2.7828753413658878,2.785999600813548,2.370836241147007,4.80360379138096,3.349892437004496,3.3516782189978716,1.4452908865813792,3.2921872318912833
branch,line_4244_to_4245_1_cp,1698,1695,-3.966,-7.728,-3.826,-7.61,"LINESTRING(-3.966 -7.728, -3.826 -7.61)",6.73050588379717,6.731056168185192,8.100919721182201,8.103317152970806,5.710008542516618,5.709977099492812,8.101492534955208,8.105338428806954
branch,xf_5152_to_5014_4_2winding_transformer,1015,303,1.556,-10.664,1.116,-10.716,"LINESTRING(1.556 -12.664, 1.116 -12.716)",56.94995841733677,44.256879982672196,58.067147940872886,44.71281920023794,57.96096383366773,46.66438438410972,57.697046379023206,38.1309200646495
branch,xf_2118_to_2224_3_2winding_transformer,1449,29,1.968,-7.858,2.026,-8.05,"LINESTRING(1.968 -7.858, 2.026 -8.05)",6.57121748595232e-5,7.421265423225514e-5,6.54270002531302e-5,7.256347257782411e-5,6.845422590967036e-5,7.367374232087347e-5,6.83169267901071e-5,6.999583946467618e-5
branch,line_1027_to_1299_1_cp,1893,1583,5.502,5.616,5.26,5.442,"LINESTRING(5.502 5.616, 5.26 5.442)",14.00362095956239,9.553163530013618,14.953322155437398,10.988735511264986,13.465388873353797,9.042741125172569,15.385891874781302,10.261082449076966
branch,line_3214_to_3255_1_cp,1211,828,-2.274,5.732,-2.8,5.648,"LINESTRING(-2.274 5.732, -2.8 5.648)",6.7359141851062985,6.735845191640773,7.981604261867611,7.983743766484464,5.813680370329353,5.81358035526346,7.9820606247839905,7.985998216346451
branch,xf_4274_to_4448_3_2winding_transformer,1964,604,-4.878,-6.444,-5.006,-6.6,"LINESTRING(-4.878 -6.444, -5.006 -6.6)",26.964842769768772,26.94129673928545,32.65990437484749,32.52475174986213,22.808128029996702,22.807217359194635,32.61439729661433,32.53840247572498
branch,line_3192_to_3467_1_cp,835,1677,-1.952,6.51,-2.26,6.364,"LINESTRING(-1.952 6.51, -2.26 6.364)",6.053254226615469,6.052879726331077,7.175743434872671,7.177203497507284,5.190125922144933,5.190339348142231,7.176899046176491,7.178443899443362
branch,xf_5113_to_5215_3_2winding_transformer,1070,522,1.66,-11.324,1.422,-11.354,"LINESTRING(1.66 -13.324, 1.422 -13.354)",14.852609759750996,14.852605106325049,18.283317636803876,18.28367457038841,12.415305120312256,12.41529834108581,18.283949153209665,18.280994448013836
branch,line_2129_to_2162_1_cp,1788,734,0.33,-6.742,0.474,-6.324,"LINESTRING(0.33 -6.742, 0.474 -6.324)",58.96038590822991,58.859761577321876,58.92759374808766,54.94835545031746,55.345739209986135,56.09787465180982,59.00664385151354,54.94909866190424
branch,xf_1119_to_1177_1_2winding_transformer,1910,1263,1.824,-1.43,1.446,-1.782,"LINESTRING(1.824 -1.43, 1.446 -1.782)",13.582725723488773,13.584818898034559,18.281199925586137,11.616673004251801,10.24222738358259,10.24317507149115,11.831824736330535,6.067158665704504
branch,Dec10_line_4129_to_4147_1_dec,402,877,-4.008,-5.192,-3.37,-5.302,"LINESTRING(-4.008 -5.192, -3.37 -5.302)",28.628725764088713,28.620764625626162,34.438296036924235,34.398593699495386,24.304526714054358,24.304375007794814,34.42389577017361,34.41434721284794
branch,line_1206_to_1481_1_cp,1393,497,1.734,-2.658,1.788,-3.158,"LINESTRING(1.734 -2.658, 1.788 -3.158)",6.057549577699039,6.048748222074528,6.945403962353137,6.8108311473395435,6.045191253132153,6.041018228340738,5.473240262013708,4.9516646325003135
branch,xf_2307_to_2065_4_2winding_transformer,1476,155,2.8,-9.218,2.744,-8.956,"LINESTRING(2.8 -9.218, 2.744 -8.956)",35.06864264668801,35.05858690933984,37.04433801232296,42.16188714365651,29.645520918835977,29.623529210462657,36.23559395131891,29.722794882323527
branch,line_1273_to_1419_1_cp,330,1872,4.24,4.656,4.382,4.49,"LINESTRING(4.24 4.656, 4.382 4.49)",30.987919729787066,30.987919729787066,37.18550367574448,37.18550367574448,26.339731770319002,26.339731770319002,37.18550367574448,37.18550367574448
branch,xf_5055_to_5184_2_2winding_transformer,1209,1043,1.168,-11.766,1.13,-11.836,"LINESTRING(1.168 -13.766, 1.13 -13.836)",12.306228545469951,12.29739245660423,14.443762336330979,14.416906964410947,10.68292551629096,10.683789003417255,14.437287553687641,14.394742730262402
branch,xf_2191_to_2102_9_2winding_transformer,1146,1118,1.48,-3.778,1.71,-3.706,"LINESTRING(1.48 -3.778, 1.71 -3.706)",48.811300973642616,46.654279006574875,56.31100549599892,54.17192811330478,42.064061272156884,41.10393211247429,56.59427723603012,53.436647288169546
branch,line_5101_to_5102_2_cp,112,1151,1.43,-12.818,1.58,-12.736,"LINESTRING(1.43 -14.818, 1.58 -14.736)",2.532280170927781e-5,2.710175204696343e-5,3.2128339975794365e-5,2.9932024595523806e-5,2.523592680188354e-5,2.6487614868416628e-5,3.210840338142299e-5,3.086569776392094e-5
branch,line_1360_to_1593_1_cp,1925,1447,6.11,5.846,5.954,5.816,"LINESTRING(6.11 5.846, 5.954 5.816)",10.8936565897323,10.895135206206664,13.130214920133804,13.135367346230828,9.224724748033825,9.224597911854831,13.131451993615805,13.139662493541818
branch,line_1100_to_1115_2_cp,1513,712,1.82,1.238,2.322,2.256,"LINESTRING(1.82 1.238, 2.322 2.256)",18.745974421715506,18.743343693674973,22.52624549583987,22.513964080961266,15.918892570175538,15.91879273440421,22.522332668650087,22.516112881118836
branch,xf_2267_to_2075_4_2winding_transformer,445,1048,-0.004,-7.346,-0.066,-7.464,"LINESTRING(-0.004 -7.346, -0.066 -7.464)",33.868269593772546,26.659642166214276,36.171608416285636,28.436641230144964,31.823372933656984,25.5419303372273,34.157574544307465,19.253567436095068
branch,line_1109_to_3650_2_cp,968,1510,2.126,4.874,1.294,5.618,"LINESTRING(2.126 4.874, 1.294 5.618)",4.182489256180959,4.182459914875358,7.390561795293897,6.714254588758763,2.8708996535093387,2.870045346194855,6.973425096704047,7.192749405303184
branch,xf_5090_5200_5201_5_3winding_transformer_br1,1463,133,1.796,-12.524,1.668,-12.604,"LINESTRING(1.796 -14.524, 1.668 -14.604)",20.340319405648643,19.65843264191582,24.04755810772549,23.27336591961851,17.61862167590006,17.042856609994512,24.007556224132944,22.98441343306385
branch,xf_3034_to_3035_2_2winding_transformer,724,887,-2.478,8.828,-2.618,8.96,"LINESTRING(-2.478 8.828, -2.618 8.96)",0.0,0.0,0.0,0.0,0.0,3.737568097817014e-19,0.0,0.0
branch,line_5153_to_5170_2_cp,1507,44,1.808,-10.688,2.062,-11.006,"LINESTRING(1.808 -12.688, 2.062 -13.006)",22.660387879294586,22.660270085121144,22.880223038785406,22.876513614452346,22.534828033412236,22.533506602514947,22.875568985885312,22.897795177996226
